awarding_agency,competitor_match,extraction_date,fiscal_year,is_competitor,prime_award_id,prime_name,prime_uei,sub_recipient_name,sub_recipient_uei,subaward_amount,subaward_date,subaward_description,subaward_id
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2462224
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2356692
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2355610
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,3811078
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2440416
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2311582
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2456502
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2472262
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2485139
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2346186
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2561651
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2467583
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2417327
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2399537
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2361791
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2347936
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2226252
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2267195
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2211962
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2234969
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2235942
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2251799
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2210217
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1970887
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1771351
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1638232
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1987301
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1631990
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,3150477
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1660746
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,3784731
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1926910
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1801443
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,2578635
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1871070
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,4229263
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1756060
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1897557
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1705328
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1634065
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1704195
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1936209
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,5228356
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1686348
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,5209560
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1344797
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1641998
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,3800913
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1389074
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1399934
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1361976
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1481597
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1482139
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1607673
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1519742
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1454254
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1557129
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1388337
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1551415
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1393629
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1285147
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1217597
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1266451
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1233685
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1244959
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1273666
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1206654
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1217103
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1205854
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1283637
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1303309
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1206865
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1324926
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,3796943
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1106628
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,915653
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,3796939
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,924783
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,918380
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,1042976
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,907557
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,887604
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,795024
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,892031
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,556668
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,3158670
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,554662
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,3158640
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,643597
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,3147170
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,3143223
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,3139447
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,3135653
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,517948
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,709365
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,642643
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,708529
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,642577
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,629074
,,2026-01-21,,False,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,,0,,,626885
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2375986
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2372761
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2350510
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2438786
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2382771
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2453138
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2361348
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2548437
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2319856
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2513883
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2369097
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2469147
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2537299
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2519993
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2475741
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2333915
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2324529
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2317463
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2518627
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2495118
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2470964
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2556548
